rank,ticker,name,sector,weight
1,AAPL,APPLE INC,Information Technology,7.05405
2,MSFT,MICROSOFT CORP,Information Technology,6.02293
3,AMZN,AMAZON COM INC,Consumer Discretionary,3.71733
4,TSLA,TESLA INC,Consumer Discretionary,2.35071
5,GOOGL,ALPHABET INC CLASS A,Communication,2.17978
6,GOOG,ALPHABET INC CLASS C,Communication,2.02154
7,NVDA,NVIDIA CORP,Information Technology,1.77755
8,BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.68416
9,FB,META PLATFORMS INC CLASS A,Communication,1.33794
10,UNH,UNITEDHEALTH GROUP INC,Health Care,1.2516
11,JNJ,JOHNSON & JOHNSON,Health Care,1.2158
12,JPM,JPMORGAN CHASE & CO,Financials,1.04978
13,V,VISA INC CLASS A,Information Technology,0.95838
14,PG,PROCTER & GAMBLE,Consumer Staples,0.95443
15,XOM,EXXON MOBIL CORP,Energy,0.91112
16,CVX,CHEVRON CORP,Energy,0.81792
17,HD,HOME DEPOT INC,Consumer Discretionary,0.8145
18,MA,MASTERCARD INC CLASS A,Information Technology,0.80373
19,BAC,BANK OF AMERICA CORP,Financials,0.76353
20,PFE,PFIZER INC,Health Care,0.75719
21,ABBV,ABBVIE INC,Health Care,0.7468
22,AVGO,BROADCOM INC,Information Technology,0.67745
23,COST,COSTCO WHOLESALE CORP,Consumer Staples,0.66539
24,DIS,WALT DISNEY,Communication,0.65071
25,KO,COCA-COLA,Consumer Staples,0.62806
26,CSCO,CISCO SYSTEMS INC,Information Technology,0.61281
27,TMO,THERMO FISHER SCIENTIFIC INC,Health Care,0.60649
28,PEP,PEPSICO INC,Consumer Staples,0.6034
29,LLY,ELI LILLY,Health Care,0.59248
30,ADBE,ADOBE INC,Information Technology,0.56003
31,VZ,VERIZON COMMUNICATIONS INC,Communication,0.55724
32,ACN,ACCENTURE PLC CLASS A,Information Technology,0.55537
33,CMCSA,COMCAST CORP CLASS A,Communication,0.55192
34,WMT,WALMART INC,Consumer Staples,0.54897
35,ABT,ABBOTT LABORATORIES,Health Care,0.54538
36,CRM,SALESFORCE.COM INC,Information Technology,0.54496
37,MRK,MERCK & CO INC,Health Care,0.54006
38,INTC,INTEL CORPORATION CORP,Information Technology,0.52587
39,WFC,WELLS FARGO,Financials,0.49069
40,DHR,DANAHER CORP,Health Care,0.4864
41,MCD,MCDONALDS CORP,Consumer Discretionary,0.48149
42,AMD,ADVANCED MICRO DEVICES INC,Information Technology,0.46579
43,UNP,UNION PACIFIC CORP,Industrials,0.45343
44,QCOM,QUALCOMM INC,Information Technology,0.44879
45,NKE,NIKE INC CLASS B,Consumer Discretionary,0.44751
46,TXN,TEXAS INSTRUMENT INC,Information Technology,0.44156
47,T,AT&T INC,Communication,0.43971
48,NFLX,NETFLIX INC,Communication,0.43335
49,NEE,NEXTERA ENERGY INC,Utilities,0.43312
50,LIN,LINDE PLC,Materials,0.42664
51,BMY,BRISTOL MYERS SQUIBB,Health Care,0.4148
52,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.40748
53,MDT,MEDTRONIC PLC,Health Care,0.38873
54,RTX,RAYTHEON TECHNOLOGIES CORP,Industrials,0.38526
55,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.37938
56,SPGI,S&P GLOBAL INC,Financials,0.37857
57,LOW,LOWES COMPANIES INC,Consumer Discretionary,0.35497
58,AMGN,AMGEN INC,Health Care,0.35493
59,INTU,INTUIT INC,Information Technology,0.3548
60,PYPL,PAYPAL HOLDINGS INC,Information Technology,0.35109
61,HON,HONEYWELL INTERNATIONAL INC,Industrials,0.34817
62,CVS,CVS HEALTH CORP,Health Care,0.34643
63,ORCL,ORACLE CORP,Information Technology,0.33965
