rank,ticker,name,sector,weight
1,AAPL,APPLE INC,Information Technology,5.90029
2,MSFT,MICROSOFT CORP,Information Technology,5.60341
3,AMZN,AMAZON COM INC,Consumer Discretionary,4.05009
4,META,FACEBOOK CLASS A  INC,Communication,2.28807
5,GOOGL,ALPHABET INC CLASS A,Communication,2.01682
6,GOOGL,ALPHABET INC CLASS C,Communication,1.96001
7,BRK-B,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.44666
8,TSLA,TESLA INC,Consumer Discretionary,1.4386
9,NVDA,NVIDIA CORP,Information Technology,1.36896
10,JPM,JPMORGAN CHASE & CO,Financials,1.29309
11,JNJ,JOHNSON & JOHNSON,Health Care,1.19144
12,V,VISA INC CLASS A,Information Technology,1.08584
13,UNH,UNITEDHEALTH GROUP INC,Health Care,1.03839
14,PYPL,PAYPAL HOLDINGS INC,Information Technology,0.94038
15,HD,HOME DEPOT INC,Consumer Discretionary,0.93119
16,PG,PROCTER & GAMBLE,Consumer Staples,0.90723
17,MA,MASTERCARD INC CLASS A,Information Technology,0.8772
18,DIS,WALT DISNEY,Communication,0.87708
19,BAC,BANK OF AMERICA CORP,Financials,0.85389
20,ADBE,ADOBE INC,Information Technology,0.76823
21,XOM,EXXON MOBIL CORP,Energy,0.73342
22,CMCSA,COMCAST CORP CLASS A,Communication,0.71797
23,NFLX,NETFLIX INC,Communication,0.64322
24,VZ,VERIZON COMMUNICATIONS INC,Communication,0.63707
25,INTC,INTEL CORPORATION CORP,Information Technology,0.62258
26,CRM,SALESFORCE.COM INC,Information Technology,0.62121
27,CSCO,CISCO SYSTEMS INC,Information Technology,0.61418
28,PFE,PFIZER INC,Health Care,0.60202
29,KO,COCA-COLA,Consumer Staples,0.57667
30,ABT,ABBOTT LABORATORIES,Health Care,0.56571
31,T,AT&T INC,Communication,0.56435
32,PEP,PEPSICO INC,Consumer Staples,0.56222
33,CVX,CHEVRON CORP,Energy,0.55597
34,ABBV,ABBVIE INC,Health Care,0.54638
35,TMO,THERMO FISHER SCIENTIFIC INC,Health Care,0.54442
36,NKE,NIKE INC CLASS B,Consumer Discretionary,0.54094
37,MRK,MERCK & CO INC,Health Care,0.54081
38,AVGO,BROADCOM INC,Information Technology,0.5347
39,WMT,WALMART INC,Consumer Staples,0.53177
40,ACN,ACCENTURE PLC CLASS A,Information Technology,0.51462
41,WFC,WELLS FARGO,Financials,0.51414
42,LLY,ELI LILLY,Health Care,0.50175
43,TXN,TEXAS INSTRUMENT INC,Information Technology,0.48774
44,COST,COSTCO WHOLESALE CORP,Consumer Staples,0.48101
45,MCD,MCDONALDS CORP,Consumer Discretionary,0.47336
46,DHR,DANAHER CORP,Health Care,0.46787
47,MDT,MEDTRONIC PLC,Health Care,0.45917
48,QCOM,QUALCOMM INC,Information Technology,0.44278
49,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.42422
50,HON,HONEYWELL INTERNATIONAL INC,Industrials,0.41869
51,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.41313
52,LIN,LINDE PLC,Materials,0.41285
53,BMY,BRISTOL MYERS SQUIBB,Health Care,0.41078
54,C,CITIGROUP INC,Financials,0.40164
