rank,ticker,name,sector,weight
1,AAPL,APPLE INC,Information Technology,4.20812
2,MSFT,MICROSOFT CORP,Information Technology,3.56305
3,AMZN,AMAZON COM INC,Consumer Discretionary,3.334
4,BRK-B,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.69574
5,META,FACEBOOK CLASS A  INC,Information Technology,1.61137
6,JPM,JPMORGAN CHASE & CO,Financials,1.54075
7,JNJ,JOHNSON & JOHNSON,Health Care,1.50592
8,GOOGL,ALPHABET INC CLASS C,Information Technology,1.49286
9,GOOGL,ALPHABET INC CLASS A,Information Technology,1.46582
10,XOM,EXXON MOBIL CORP,Energy,1.46236
11,BAC,BANK OF AMERICA CORP,Financials,1.11153
12,V,VISA INC CLASS A,Information Technology,1.08309
13,PFE,PFIZER INC,Health Care,1.04924
14,UNH,UNITEDHEALTH GROUP INC,Health Care,1.03994
15,T,AT&T INC,Telecommunications,0.99036
16,HD,HOME DEPOT INC,Consumer Discretionary,0.96252
17,CVX,CHEVRON CORP,Energy,0.95153
18,WFC,WELLS FARGO,Financials,0.92519
19,CSCO,CISCO SYSTEMS INC,Information Technology,0.90311
20,VZ,VERIZON COMMUNICATIONS INC,Telecommunications,0.89583
21,INTC,INTEL CORPORATION,Information Technology,0.88543
22,PG,PROCTER & GAMBLE,Consumer Staples,0.84123
23,MA,MASTERCARD INC CLASS A,Information Technology,0.82488
24,BA,BOEING,Industrials,0.80678
25,MRK,MERCK & CO INC,Health Care,0.76599
26,C,CITIGROUP INC,Financials,0.73297
27,KO,COCA-COLA,Consumer Staples,0.71774
28,DIS,WALT DISNEY,Consumer Discretionary,0.70703
29,NVDA,NVIDIA CORP,Information Technology,0.6946
30,NFLX,NETFLIX INC,Consumer Discretionary,0.66231
31,CMCSA,COMCAST CORP CLASS A,Consumer Discretionary,0.65822
32,PEP,PEPSICO INC,Consumer Staples,0.64281
33,DWDP,DOWDUPONT INC,Materials,0.60324
34,ORCL,ORACLE CORP,Information Technology,0.59248
35,ABBV,ABBVIE INC,Health Care,0.58223
36,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,0.56109
37,WMT,WALMART INC,Consumer Staples,0.54788
38,AMGN,AMGEN INC,Health Care,0.54546
39,MDT,MEDTRONIC PLC,Health Care,0.54008
40,ADBE,ADOBE SYSTEM INC,Information Technology,0.53737
41,MCD,MCDONALDS CORP,Consumer Discretionary,0.52761
42,ABT,ABBOTT LABORATORIES,Health Care,0.52319
43,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.5153
44,MMM,3M,Industrials,0.5025
45,HON,HONEYWELL INTERNATIONAL INC,Industrials,0.49677
46,UNP,UNION PACIFIC CORP,Industrials,0.48951
47,CRM,SALESFORCE.COM INC,Information Technology,0.48921
48,MO,ALTRIA GROUP INC,Consumer Staples,0.46221
49,ACN,ACCENTURE PLC CLASS A,Information Technology,0.44335
50,NKE,NIKE INC CLASS B,Consumer Discretionary,0.44102
51,AVGO,BROADCOM INC,Information Technology,0.43299
52,RTX,UNITED TECHNOLOGIES CORP,Industrials,0.42747
53,TXN,TEXAS INSTRUMENT INC,Information Technology,0.42404
54,PYPL,PAYPAL HOLDINGS INC,Information Technology,0.42269
55,COST,COSTCO WHOLESALE CORP,Consumer Staples,0.41875
56,LLY,ELI LILLY,Health Care,0.41699
57,BMY,BRISTOL MYERS SQUIBB,Health Care,0.41185
58,QCOM,QUALCOMM INC,Information Technology,0.41183
59,GILD,GILEAD SCIENCES INC,Health Care,0.4069
60,TMO,THERMO FISHER SCIENTIFIC INC,Health Care,0.39968
61,GE,GENERAL ELECTRIC,Industrials,0.3989
62,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.38289
63,LOW,LOWES COMPANIES INC,Consumer Discretionary,0.37856
64,CAT,CATERPILLAR INC,Industrials,0.36843
65,COP,CONOCOPHILLIPS,Energy,0.36566
66,LMT,LOCKHEED MARTIN CORP,Industrials,0.34846
67,SLB,SCHLUMBERGER NV,Energy,0.34279
68,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.3291
69,USB,US BANCORP,Financials,0.32875
70,CVS,CVS HEALTH CORP,Health Care,0.32551
71,NEE,NEXTERA ENERGY INC,Utilities,0.32133
72,GS,GOLDMAN SACHS GROUP INC,Financials,0.32009
73,SBUX,STARBUCKS CORP,Consumer Discretionary,0.31174
74,AXP,AMERICAN EXPRESS,Financials,0.30567
75,EOG,EOG RESOURCES INC,Energy,0.30038
76,ELV,ANTHEM INC,Health Care,0.28939
77,BIIB,BIOGEN INC INC,Health Care,0.28934
78,TJX,TJX INC,Consumer Discretionary,0.28557
79,BDX,BECTON DICKINSON,Health Care,0.2839
80,DHR,DANAHER CORP,Health Care,0.27202
81,AET,AETNA INC,Health Care,0.26974
82,ADP,AUTOMATIC DATA PROCESSING INC,Information Technology,0.26832
83,ISRG,INTUITIVE SURGICAL INC,Health Care,0.26543
84,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.2604
85,ATVI,ACTIVISION BLIZZARD INC,Information Technology,0.25784
86,PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,0.25706
87,MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,0.25591
88,CELG,CELGENE CORP,Health Care,0.25548
89,OXY,OCCIDENTAL PETROLEUM CORP,Energy,0.25545
90,CB,CHUBB LTD,Financials,0.25152
91,MS,MORGAN STANLEY,Financials,0.25105
92,WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,0.25
93,AGN,ALLERGAN,Health Care,0.24708
94,CSX,CSX CORP,Industrials,0.24561
95,SCHW,CHARLES SCHWAB CORP,Financials,0.24026
96,RTX,RAYTHEON,Industrials,0.23966
97,INTU,INTUIT INC,Information Technology,0.23906
98,FDX,FEDEX CORP,Industrials,0.23814
99,CHTR,CHARTER COMMUNICATIONS INC CLASS A,Consumer Discretionary,0.2365
100,CL,COLGATE-PALMOLIVE,Consumer Staples,0.23602
101,CME,CME GROUP INC CLASS A,Financials,0.23566
102,BLK,BLACKROCK INC,Financials,0.2353
103,GD,GENERAL DYNAMICS CORP,Industrials,0.23172
104,DUK,DUKE ENERGY CORP,Utilities,0.23167
105,SYK,STRYKER CORP,Health Care,0.22413
106,NOC,NORTHROP GRUMMAN CORP,Industrials,0.22402
107,SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,0.22211
108,ILMN,ILLUMINA INC,Health Care,0.21922
109,MPC,MARATHON PETROLEUM CORP,Energy,0.21723
110,ESRX,EXPRESS SCRIPTS HOLDING,Health Care,0.21704
111,BSX,BOSTON SCIENTIFIC CORP,Health Care,0.21633
112,MU,MICRON TECHNOLOGY INC,Information Technology,0.21313
113,CI,CIGNA CORP,Health Care,0.20585
114,NSC,NORFOLK SOUTHERN CORP,Industrials,0.20548
115,VRTX,VERTEX PHARMACEUTICALS INC,Health Care,0.2
116,SPGI,S&P GLOBAL INC,Financials,0.19966
117,FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Consumer Discretionary,0.19831
118,VLO,VALERO ENERGY CORP,Energy,0.19764
119,DE,DEERE,Industrials,0.19654
120,EMR,EMERSON ELECTRIC,Industrials,0.19577
121,PSX,PHILLIPS,Energy,0.19553
122,AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,0.19229
123,BK,BANK OF NEW YORK MELLON CORP,Financials,0.19052
124,HUM,HUMANA INC,Health Care,0.18937
125,MET,METLIFE INC,Financials,0.18876
126,TGT,TARGET CORP,Consumer Discretionary,0.18875
127,LIN,PRAXAIR INC,Materials,0.18774
128,CCI,CROWN CASTLE INTERNATIONAL REIT CO,Real Estate,0.18751
129,D,DOMINION ENERGY INC,Utilities,0.18655
130,COF,CAPITAL ONE FINANCIAL CORP,Financials,0.18442
131,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,0.18198
132,SO,SOUTHERN,Utilities,0.17949
133,GM,GENERAL MOTORS,Consumer Discretionary,0.17936
134,ZTS,ZOETIS INC CLASS A,Health Care,0.17907
135,ITW,ILLINOIS TOOL INC,Industrials,0.17675
136,ICE,INTERCONTINENTAL EXCHANGE INC,Financials,0.17458
137,PLD,PROLOGIS REIT INC,Real Estate,0.17317
138,PRU,PRUDENTIAL FINANCIAL INC,Financials,0.17158
139,EXC,EXELON CORP,Utilities,0.17113
140,MMC,MARSH & MCLENNAN INC,Financials,0.16934
141,PGR,PROGRESSIVE CORP,Financials,0.16847
142,HP,HP INC,Information Technology,0.16578
143,ECL,ECOLAB INC,Materials,0.16204
144,KMB,KIMBERLY CLARK CORP,Consumer Staples,0.16088
145,BAX,BAXTER INTERNATIONAL INC,Health Care,0.15536
146,MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,0.15421
147,AMAT,APPLIED MATERIAL INC,Information Technology,0.1541
148,ETN,EATON PLC,Industrials,0.15278
149,HCA,HCA HEALTHCARE INC,Health Care,0.15252
150,BBT,BB AND T CORP,Financials,0.15227
151,SHW,SHERWIN WILLIAMS,Materials,0.1521
152,ROST,ROSS STORES INC,Consumer Discretionary,0.15164
153,AON,AON PLC CLASS A,Financials,0.1514
154,APD,AIR PRODUCTS AND CHEMICALS INC,Materials,0.1491
155,EA,ELECTRONIC ARTS INC,Information Technology,0.14898
156,EW,EDWARDS LIFESCIENCES CORP,Health Care,0.1482
157,DAL,DELTA AIR LINES INC,Industrials,0.1475
158,AFL,AFLAC INC,Financials,0.14688
159,F,F MOTOR,Consumer Discretionary,0.14685
160,STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,0.14675
161,FIS,FIDELITY NATIONAL INFORMATION SERV,Information Technology,0.14533
162,HAL,HALLIBURTON,Energy,0.14458
163,WM,WASTE MANAGEMENT INC,Industrials,0.14449
164,SYY,SYSCO CORP,Consumer Staples,0.14219
165,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.14161
166,TRV,TRAVELERS COMPANIES INC,Financials,0.14111
167,EQIX,EQUINIX REIT INC,Real Estate,0.14004
168,APC,ANADARKO PETROLEUM CORP,Energy,0.13988
169,ADI,ANALOG DEVICES INC,Information Technology,0.13938
170,KHC,KRAFT HEINZ,Consumer Staples,0.1389
171,ALL,ALLSTATE CORP,Financials,0.13851
172,ADSK,AUTODESK INC,Information Technology,0.13838
173,KMI,KINDER MORGAN INC,Energy,0.13698
174,FISV,FISERV INC,Information Technology,0.13561
175,WMB,WILLIAMS INC,Energy,0.13324
176,LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,0.13256
177,EL,ESTEE LAUDER INC CLASS A,Consumer Staples,0.13195
178,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,0.13155
179,LUV,SOUTHWEST AIRLINES,Industrials,0.13046
180,STT,STATE STREET CORP,Financials,0.12879
181,REGN,REGENERON PHARMACEUTICALS INC,Health Care,0.12676
182,SRE,SEMPRA ENERGY,Utilities,0.12597
183,ALXN,ALEXION PHARMACEUTICALS INC,Health Care,0.12595
184,STI,SUNTRUST BANKS INC,Financials,0.12466
185,ROP,ROPER TECHNOLOGIES INC,Industrials,0.12441
186,EBAY,EBAY INC,Information Technology,0.12439
187,TEL,TE CONNECTIVITY LTD,Information Technology,0.12395
188,CXO,CONCHO RESOURCES INC,Energy,0.12385
189,VFC,VF CORP,Consumer Discretionary,0.12314
190,PSA,PUBLIC STORAGE REIT,Real Estate,0.12252
191,CNC,CENTENE CORP,Health Care,0.12061
192,PXD,PIONEER NATURAL RESOURCE,Energy,0.12025
193,DG,DOLLAR GENERAL CORP,Consumer Discretionary,0.11747
194,YUM,YUM BRANDS INC,Consumer Discretionary,0.11729
