rank,ticker,name,sector,weight
1,AAPL,APPLE INC,Information Technology,3.19566
2,MSFT,MICROSOFT CORP,Information Technology,2.50007
3,XOM,EXXON MOBIL CORP,Energy,1.93668
4,JNJ,JOHNSON & JOHNSON,Health Care,1.62183
5,BRK-B,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.60136
6,JPM,JPMORGAN CHASE & CO,Financials,1.5977
7,AMZN,AMAZON COM INC,Consumer Discretionary,1.53028
8,GE,GENERAL ELECTRIC,Industrials,1.44649
9,META,FACEBOOK CLASS A  INC,Information Technology,1.39353
10,T,AT&T INC,Telecommunications,1.35144
11,WFC,WELLS FARGO,Financials,1.28895
12,GOOGL,ALPHABET INC CLASS A,Information Technology,1.2141
13,GOOGL,ALPHABET INC CLASS C,Information Technology,1.18526
14,PG,PROCTER & GAMBLE,Consumer Staples,1.16423
15,BAC,BANK OF AMERICA CORP,Financials,1.15556
16,CVX,CHEVRON CORP,Energy,1.14971
17,VZ,VERIZON COMMUNICATIONS INC,Telecommunications,1.12601
18,PFE,PFIZER INC,Health Care,1.01988
19,INTC,INTEL CORPORATION CORP,Information Technology,0.8894
20,C,CITIGROUP INC,Financials,0.87634
21,CMCSA,COMCAST A CORP,Consumer Discretionary,0.85157
22,HD,HOME DEPOT INC,Consumer Discretionary,0.84514
23,MRK,MERCK & CO INC,Health Care,0.83987
24,KO,COCA-COLA,Consumer Staples,0.83274
25,DIS,WALT DISNEY,Consumer Discretionary,0.78958
26,UNH,UNITEDHEALTH GROUP INC,Health Care,0.78821
27,CSCO,CISCO SYSTEMS INC,Information Technology,0.78494
28,PEP,PEPSICO INC,Consumer Staples,0.77647
29,V,VISA INC CLASS A,Information Technology,0.75396
30,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,0.74319
31,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.73442
32,MO,ALTRIA GROUP INC,Consumer Staples,0.68239
33,SLB,SCHLUMBERGER NV,Energy,0.60437
34,ORCL,ORACLE CORP,Information Technology,0.59628
35,AMGN,AMGEN INC,Health Care,0.56282
36,MMM,3M CO,Industrials,0.55575
37,WMT,WALMART STORES INC,Consumer Staples,0.53858
38,ABBV,ABBVIE INC,Health Care,0.52657
39,MCD,MCDONALDS CORP,Consumer Discretionary,0.52304
40,MA,MASTERCARD INC CLASS A,Information Technology,0.50853
41,MDT,MEDTRONIC PLC,Health Care,0.50607
42,BMY,BRISTOL MYERS SQUIBB,Health Care,0.50537
43,QCOM,QUALCOMM INC,Information Technology,0.49826
44,GILD,GILEAD SCIENCES INC,Health Care,0.48817
45,CELG,CELGENE CORP,Health Care,0.4643
46,BA,BOEING,Industrials,0.46236
47,GS,GOLDMAN SACHS GROUP INC,Financials,0.4582
