rank,ticker,name,sector,weight
1,XOM,EXXON MOBIL CORP,Energy,3.293855
2,AAPL,APPLE INC,Information Technology,2.643513
3,MSFT,MICROSOFT CORP,Information Technology,1.785352
4,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,1.659272
5,PG,PROCTER & GAMBLE,Consumer Staples,1.612078
6,JNJ,JOHNSON & JOHNSON,Health Care,1.576651
7,GEC,GENERAL ELECTRIC,Industrials,1.573916
8,T,AT&T INC,Telecommunication Services,1.527129
9,CVX,CHEVRON CORP,Energy,1.513987
10,JPM,JPMORGAN CHASE,Financials,1.378396
11,KO,COCA-COLA,Consumer Staples,1.356735
12,WFC,WELLS FARGO,Financials,1.324304
13,GOOGL,GOOGLE INC CLASS A,Information Technology,1.284709
14,BRK-B,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.281853
15,PFE,PFIZER INC,Health Care,1.217748
16,INCO,INTEL CORPORATION CORP,Information Technology,1.093828
17,BAC,BANK OF AMERICA CORP,Financials,1.021968
18,CSCO,CISCO SYSTEMS INC,Information Technology,1.017829
19,WMT,WALMART INC,Consumer Staples,1.006293
20,0R01,CITIGROUP INC,Financials,0.996068
21,MRK,MERCK & CO INC,Health Care,0.986748
22,SLBA,SCHLUMBERGER LTD.,Energy,0.982933
23,ORCL,ORACLE CORP,Information Technology,0.973412
24,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.969892
25,PEP,PEPSICO INC,Consumer Staples,0.956404
26,HP,HEWLETT PACKARD,Information Technology,0.884451
27,VZ,VERIZON COMMUNICATIONS INC,Telecommunication Services,0.841641
28,COP,CONOCOPHILLIPS,Energy,0.8302
29,MCD,MCDONALDS CORP,Consumer Discretionary,0.775171
30,GS,GOLDMAN SACHS GROUP INC,Financials,0.748852
31,QCI,QUALCOMM INC,Information Technology,0.697865
32,ABT,ABBOTT LABORATORIES,Health Care,0.667968
33,OXY,OCCIDENTAL PETROLEUM CORP,Energy,0.666134
34,RTX,RAYTHEON TECHNOLOGIES CORP,Industrials,0.650465
35,DIS,WALT DISNEY,Consumer Discretionary,0.64952
36,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.646246
37,AMZN,AMAZON COM INC,Consumer Discretionary,0.577187
38,MMM,3M,Industrials,0.55706
39,CMCSA,COMCAST CORP CLASS A,Consumer Discretionary,0.522107
40,F,FORD MOTOR,Consumer Discretionary,0.509935
41,CAT,CATERPILLAR INC,Industrials,0.496122
42,KFT,KRAFT FOODS INC A,Consumer Staples,0.490727
43,AMGN,AMGEN INC,Health Care,0.469744
44,HD,HOME DEPOT INC,Consumer Discretionary,0.467947
45,MO,ALTRIA GROUP INC,Consumer Staples,0.465217
46,FCX,FREEPORT MCMORAN INC,Materials,0.443353
47,BA,BOEING,Industrials,0.434005
48,USB,US BANCORP,Financials,0.424056
49,AEC1,AMERICAN EXPRESS,Financials,0.420822
50,UNP,UNION PACIFIC CORP,Industrials,0.417038
51,EMC,EMC CORP,Information Technology,0.410476
52,BMY,BRISTOL MYERS SQUIBB,Health Care,0.402593
53,DD,E I DU PONT DE NEMOURS,Materials,0.396216
54,CVS,CVS HEALTH CORP,Consumer Staples,0.391637
55,EMR,EMERSON ELECTRIC,Industrials,0.385408
56,APA,APA CORP,Energy,0.38232
57,TGT,TARGET CORP,Consumer Discretionary,0.382098
58,UNH,UNITEDHEALTH GROUP INC,Health Care,0.381902
59,ALD,HONEYWELL INTERNATIONAL INC,Industrials,0.357051
60,TXN,TEXAS INSTRUMENT INC,Information Technology,0.353523
61,CL,COLGATE-PALMOLIVE,Consumer Staples,0.346044
62,MS,MORGAN STANLEY,Financials,0.344222
63,VISA,VISA INC,Information Technology,0.341372
64,MDT,MEDTRONIC PLC,Health Care,0.336794
65,DOW,DOW CHEMICAL,Materials,0.336382
66,DTV,DIRECTV,Consumer Discretionary,0.334832
67,MWZ,METLIFE INC,Financials,0.321498
68,HAL,HALLIBURTON,Energy,0.320591
69,LLY,ELI LILLY,Health Care,0.31771
70,WAG,WALGREEN,Consumer Staples,0.315461
71,EBAY,EBAY INC,Information Technology,0.312868
72,NKE,NIKE INC CLASS B,Consumer Discretionary,0.30957
73,DIS,TIME WARNER INC,Consumer Discretionary,0.308455
74,BK,BANK OF NEW YORK MELLON CORP,Financials,0.304781
75,MON,MONSANTO,Materials,0.301216
76,LOW,LOWES COMPANIES INC,Consumer Discretionary,0.296291
77,AAZ,ANADARKO PETROLEUM CORP,Energy,0.295364
78,DE,DEERE,Industrials,0.29451
79,SO,SOUTHERN,Utilities,0.291455
80,NCRA,NEWS CORP. CL A,Consumer Discretionary,0.289323
81,DVN,DEVON ENERGY CORP,Energy,0.285537
82,GILD,GILEAD SCIENCES INC,Health Care,0.284718
83,COST,COSTCO WHOLESALE CORP,Consumer Staples,0.276157
84,NEM,NEWMONT,Materials,0.269433
85,SPG,SIMON PROPERTY GROUP REIT INC,Financials,0.268279
86,FDX,FEDEX CORP,Industrials,0.266587
87,BAX,BAXTER INTERNATIONAL INC,Health Care,0.263893
88,PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,0.263165
89,ESRX,EXPRESS SCRIPTS INC.,Health Care,0.262805
90,LIN,PRAXAIR INC,Materials,0.262052
91,CELG,CELGENE CORP,Health Care,0.259607
92,GLW,CORNING INC,Information Technology,0.256519
93,MHS,MEDCO HEALTH SOLUTIONS INC,Health Care,0.247339
94,EXC,EXELON CORP,Utilities,0.242055
95,NOV,NOV INC,Energy,0.238911
