rank,ticker,name,sector,weight
1,MSFT,MICROSOFT CORP,Information Technology,4.32066
2,AAPL,APPLE INC,Information Technology,3.73173
3,AMZN,AMAZON COM INC,Consumer Discretionary,3.00448
4,FB,FACEBOOK CLASS A  INC,Communication,1.8244
5,BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.61193
6,GOOG,ALPHABET INC CLASS C,Communication,1.48904
7,GOOGL,ALPHABET INC CLASS A,Communication,1.45773
8,JPM,JPMORGAN CHASE & CO,Financials,1.45735
9,JNJ,JOHNSON & JOHNSON,Health Care,1.3936
10,V,VISA INC CLASS A,Information Technology,1.28571
11,PG,PROCTER & GAMBLE,Consumer Staples,1.23303
12,XOM,EXXON MOBIL CORP,Energy,1.1847
13,T,AT&T INC,Communication,1.05196
14,MA,MASTERCARD INC CLASS A,Information Technology,1.03379
15,HD,HOME DEPOT INC,Consumer Discretionary,1.02611
16,BAC,BANK OF AMERICA CORP,Financials,0.9945
17,VZ,VERIZON COMMUNICATIONS INC,Communication,0.98426
18,DIS,WALT DISNEY,Communication,0.97955
19,CVX,CHEVRON CORP,Energy,0.91758
20,MRK,MERCK & CO INC,Health Care,0.91085
21,UNH,UNITEDHEALTH GROUP INC,Health Care,0.90995
22,INTC,INTEL CORP,Information Technology,0.86854
23,KO,COCA-COLA,Consumer Staples,0.86474
24,CMCSA,COMCAST CORP CLASS A,Communication,0.82007
25,CSCO,CISCO SYSTEMS INC,Information Technology,0.81996
26,PFE,PFIZER INC,Health Care,0.80762
27,PEP,PEPSICO INC,Consumer Staples,0.78395
28,BA,BOEING,Industrials,0.77955
29,WFC,WELLS FARGO,Financials,0.77081
30,MCD,MCDONALDS CORP,Consumer Discretionary,0.68094
31,WMT,WALMART INC,Consumer Staples,0.65388
32,ABT,ABBOTT LABORATORIES,Health Care,0.61544
33,C,CITIGROUP INC,Financials,0.60851
34,MDT,MEDTRONIC PLC,Health Care,0.59128
35,ADBE,ADOBE INC,Information Technology,0.56757
36,CRM,SALESFORCE.COM INC,Information Technology,0.54534
37,COST,COSTCO WHOLESALE CORP,Consumer Staples,0.53019
38,NFLX,NETFLIX INC,Communication,0.52511
39,PYPL,PAYPAL HOLDINGS INC,Information Technology,0.52401
40,AMGN,AMGEN INC,Health Care,0.51994
41,ACN,ACCENTURE PLC CLASS A,Information Technology,0.51692
42,ORCL,ORACLE CORP,Information Technology,0.51669
43,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,0.49172
44,HON,HONEYWELL INTERNATIONAL INC,Industrials,0.48965
45,SBUX,STARBUCKS CORP,Consumer Discretionary,0.47821
46,TXN,TEXAS INSTRUMENT INC,Information Technology,0.4744
47,TMO,THERMO FISHER SCIENTIFIC INC,Health Care,0.46918
48,UNP,UNION PACIFIC CORP,Industrials,0.46854
49,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,0.45872
50,AVGO,BROADCOM INC,Information Technology,0.45745
51,NKE,NIKE INC CLASS B,Consumer Discretionary,0.43415
52,UTX,UNITED TECHNOLOGIES CORP,Industrials,0.43188
53,NEE,NEXTERA ENERGY INC,Utilities,0.42885
54,LIN,LINDE PLC,Materials,0.41916
55,NVDA,NVIDIA CORP,Information Technology,0.41703
56,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.41656
57,LLY,ELI LILLY,Health Care,0.39889
58,ABBV,ABBVIE INC,Health Care,0.39795
59,QCOM,QUALCOMM INC,Information Technology,0.38632
60,LMT,LOCKHEED MARTIN CORP,Industrials,0.38581
61,MMM,3M,Industrials,0.38107
62,DHR,DANAHER CORP,Health Care,0.36651
63,LOW,LOWES COMPANIES INC,Consumer Discretionary,0.35882
64,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.34846
65,FIS,FIDELITY NATIONAL INFORMATION SERV,Information Technology,0.34127
66,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.33817
67,AXP,AMERICAN EXPRESS,Financials,0.33678
68,MO,ALTRIA GROUP INC,Consumer Staples,0.3344
69,GILD,GILEAD SCIENCES INC,Health Care,0.33009
70,MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,0.32567
71,CVS,CVS HEALTH CORP,Health Care,0.3232
72,USB,US BANCORP,Financials,0.32266
73,BMY,BRISTOL MYERS SQUIBB,Health Care,0.32114
74,CME,CME GROUP INC CLASS A,Financials,0.31834
75,INTU,INTUIT INC,Information Technology,0.30528
76,ADP,AUTOMATIC DATA PROCESSING INC,Information Technology,0.30198
77,GE,GENERAL ELECTRIC,Industrials,0.294
78,CB,CHUBB LTD,Financials,0.2923
79,CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,0.2887
80,GS,GOLDMAN SACHS GROUP INC,Financials,0.28392
81,BDX,BECTON DICKINSON,Health Care,0.27964
82,CELG,CELGENE CORP,Health Care,0.2794
83,SYK,STRYKER CORP,Health Care,0.27897
84,CAT,CATERPILLAR INC,Industrials,0.27791
85,DUK,DUKE ENERGY CORP,Utilities,0.27633
86,ANTM,ANTHEM INC,Health Care,0.27472
87,TJX,TJX INC,Consumer Discretionary,0.27212
88,SPGI,S&P GLOBAL INC,Financials,0.26198
89,CL,COLGATE-PALMOLIVE,Consumer Staples,0.26007
90,NOC,NORTHROP GRUMMAN CORP,Industrials,0.25595
91,D,DOMINION ENERGY INC,Utilities,0.25489
92,FISV,FISERV INC,Information Technology,0.24956
93,SO,SOUTHERN,Utilities,0.24848
94,ZTS,ZOETIS INC CLASS A,Health Care,0.24705
95,CCI,CROWN CASTLE INTERNATIONAL REIT CO,Real Estate,0.24664
96,BSX,BOSTON SCIENTIFIC CORP,Health Care,0.24315
97,ISRG,INTUITIVE SURGICAL INC,Health Care,0.24188
98,COP,CONOCOPHILLIPS,Energy,0.24085
99,CI,CIGNA CORP,Health Care,0.2388
100,PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,0.23767
101,TGT,TARGET CORP,Consumer Discretionary,0.22471
102,MS,MORGAN STANLEY,Financials,0.21704
103,PLD,PROLOGIS REIT INC,Real Estate,0.21615
104,ICE,INTERCONTINENTAL EXCHANGE INC,Financials,0.21546
105,ECL,ECOLAB INC,Materials,0.21443
