rank,ticker,name,sector,weight
1,AAPL*,APPLE INC,Information Technology,4.403035
2,XOM,EXXON MOBIL CORP,Energy,3.321586
3,GEC,GENERAL ELECTRIC,Industrials,1.755146
4,CVX,CHEVRON CORP,Energy,1.706821
5,MSFT,MICROSOFT CORP,Information Technology,1.699334
6,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,1.64941
7,T,AT&T INC,Telecommunication Services,1.575024
8,JNJ,JOHNSON & JOHNSON,Health Care,1.54111
9,PG,PROCTER & GAMBLE,Consumer Staples,1.50525
10,PFE,PFIZER INC,Health Care,1.466223
11,GOOGL,GOOGLE INC CLASS A,Information Technology,1.421011
12,WFC*,WELLS FARGO,Financials,1.306261
13,BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,1.249851
14,JPM,JPMORGAN CHASE,Financials,1.249715
15,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,1.178303
16,KO,COCA-COLA,Consumer Staples,1.136147
17,MRK,MERCK & CO INC,Health Care,1.096906
18,VZ,VERIZON COMMUNICATIONS INC,Telecommunication Services,1.003789
19,WMT,WALMART INC,Consumer Staples,0.995169
20,ORCL,ORACLE CORP,Information Technology,0.933332
21,C,CITIGROUP INC,Financials,0.865406
22,INCO,INTEL CORPORATION CORP,Information Technology,0.853932
23,PEP,PEPSICO INC,Consumer Staples,0.850533
24,ABT,ABBOTT LABORATORIES,Health Care,0.811573
25,BAC,BANK OF AMERICA CORP,Financials,0.792773
26,CMCSA,COMCAST CORP CLASS A,Consumer Discretionary,0.792224
27,QCI,QUALCOMM INC,Information Technology,0.787505
28,HD,HOME DEPOT INC,Consumer Discretionary,0.730288
29,SLBA,SCHLUMBERGER LTD.,Energy,0.728246
30,CSCO,CISCO SYSTEMS INC,Information Technology,0.715665
31,DIS,WALT DISNEY,Consumer Discretionary,0.694936
32,MCD,MCDONALDS CORP,Consumer Discretionary,0.690894
33,AMZN,AMAZON COM INC,Consumer Discretionary,0.664692
34,VISA,VISA INC,Information Technology,0.572474
35,COP,CONOCOPHILLIPS,Energy,0.554551
36,AMGN,AMGEN INC,Health Care,0.526534
37,UTX,RAYTHEON TECHNOLOGIES CORP,Industrials,0.517508
38,MO,ALTRIA GROUP INC,Consumer Staples,0.510245
39,OXY,OCCIDENTAL PETROLEUM CORP,Energy,0.504808
40,USB,US BANCORP,Financials,0.496785
41,CVS,CVS HEALTH CORP,Consumer Staples,0.465952
42,UNP,UNION PACIFIC CORP,Industrials,0.459874
43,UNH,UNITEDHEALTH GROUP INC,Health Care,0.456439
44,EBAY,EBAY INC,Information Technology,0.442076
45,BMY,BRISTOL MYERS SQUIBB,Health Care,0.440626
46,MMM,3M,Industrials,0.439737
47,CAT,CATERPILLAR INC,Industrials,0.437307
48,AEC1,AMERICAN EXPRESS,Financials,0.435682
49,GS,GOLDMAN SACHS GROUP INC,Financials,0.43529
50,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.415624
51,EMC,EMC CORP,Information Technology,0.404507
52,GILD,GILEAD SCIENCES INC,Health Care,0.401066
53,4XS,EXPRESS SCRIPTS HOLDING,Health Care,0.393797
54,LLY,ELI LILLY,Health Care,0.391961
55,MA,MASTERCARD INC CLASS A,Information Technology,0.390427
56,NCRA,NEWS CORP. CL A,Consumer Discretionary,0.38437
57,ALD,HONEYWELL INTERNATIONAL INC,Industrials,0.377283
58,BA,BOEING,Industrials,0.376188
59,KTF,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,0.371752
60,CL,COLGATE-PALMOLIVE,Consumer Staples,0.369283
61,DUK,DUKE ENERGY CORP,Utilities,0.365052
62,SPG,SIMON PROPERTY GROUP REIT INC,Financials,0.364439
63,MON,MONSANTO,Materials,0.362018
64,ACN,ACCENTURE PLC CLASS A,Information Technology,0.337781
65,F,FORD MOTOR,Consumer Discretionary,0.335953
66,COST,COSTCO WHOLESALE CORP,Consumer Staples,0.335873
67,MDT,MEDTRONIC PLC,Health Care,0.334782
68,TGT,TARGET CORP,Consumer Discretionary,0.329534
69,DD,E I DU PONT DE NEMOURS,Materials,0.326921
70,TWX*,TIME WARNER INC,Consumer Discretionary,0.325411
71,SO,SOUTHERN,Utilities,0.323415
72,AIG*,AMERICAN INTERNATIONAL GROUP INC,Financials,0.32153
73,MWZ,METLIFE INC,Financials,0.297558
74,LOW,LOWES COMPANIES INC,Consumer Discretionary,0.291503
