rank,ticker,name,sector,weight
1,XOM,EXXON MOBIL CORP,Energy,3.768322
2,MSFT,MICROSOFT CORP,Information Technology,2.351935
3,PG,PROCTER & GAMBLE,Consumer Staples,1.852216
4,AAPL*,APPLE INC,Information Technology,1.847467
5,JPM,JPMORGAN CHASE,Financials,1.797162
6,JNJ,JOHNSON & JOHNSON,Health Care,1.780394
7,IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,1.729785
8,CVX,CHEVRON CORP,Energy,1.679421
9,GEC,GENERAL ELECTRIC,Industrials,1.657942
10,T,AT&T INC,Telecommunication Services,1.657003
11,PFE,PFIZER INC,Health Care,1.502519
12,CSCO,CISCO SYSTEMS INC,Information Technology,1.441942
13,GOOGL,GOOGLE INC CLASS A,Information Technology,1.411221
14,WFC*,WELLS FARGO,Financials,1.406567
15,BAC,BANK OF AMERICA CORP,Financials,1.380064
16,KO,COCA-COLA,Consumer Staples,1.351644
17,HPQ,HEWLETT PACKARD,Information Technology,1.231168
18,WMT,WALMART INC,Consumer Staples,1.173936
19,INCO,INTEL CORPORATION CORP,Information Technology,1.170412
20,PEP,PEPSICO INC,Consumer Staples,1.032018
21,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,1.00234
22,GS,GOLDMAN SACHS GROUP INC,Financials,0.951811
23,VZ,VERIZON COMMUNICATIONS INC,Telecommunication Services,0.919604
24,ORCL,ORACLE CORP,Information Technology,0.901611
25,ABT,ABBOTT LABORATORIES,Health Care,0.855308
26,SLBA,SCHLUMBERGER LTD.,Energy,0.815132
27,COP,CONOCOPHILLIPS,Energy,0.81412
28,QCI,QUALCOMM INC,Information Technology,0.753113
29,MRK,MERCK & CO INC,Health Care,0.713629
30,MCD,MCDONALDS CORP,Consumer Discretionary,0.69981
31,OXY,OCCIDENTAL PETROLEUM CORP,Energy,0.673086
32,UTX,RAYTHEON TECHNOLOGIES CORP,Industrials,0.632821
33,AMGN,AMGEN INC,Health Care,0.596941
34,UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,0.58404
35,0R01,CITIGROUP INC,Financials,0.583585
36,MMM,3M,Industrials,0.562079
37,CVS,CVS HEALTH CORP,Consumer Staples,0.557384
38,DIS,WALT DISNEY,Consumer Discretionary,0.556538
39,MRK,MERCK & CO INC,Health Care,0.504115
40,USB,US BANCORP,Financials,0.485721
41,MS,MORGAN STANLEY,Financials,0.477629
42,BMY,BRISTOL MYERS SQUIBB,Health Care,0.472463
43,HD,HOME DEPOT INC,Consumer Discretionary,0.467901
44,CMCSA,COMCAST CORP CLASS A,Consumer Discretionary,0.455263
45,AEC1,AMERICAN EXPRESS,Financials,0.453291
46,KFT,KRAFT FOODS INC A,Consumer Staples,0.444092
47,MDT,MEDTRONIC PLC,Health Care,0.432296
48,AMZN,AMAZON COM INC,Consumer Discretionary,0.432192
49,CL,COLGATE-PALMOLIVE,Consumer Staples,0.428775
50,GILD,GILEAD SCIENCES INC,Health Care,0.420955
51,WAG,WALGREEN,Consumer Staples,0.41073
52,MO,ALTRIA GROUP INC,Consumer Staples,0.410407
53,MON,MONSANTO,Materials,0.40124
54,TGT,TARGET CORP,Consumer Discretionary,0.398377
55,TWX*,TIME WARNER INC,Consumer Discretionary,0.390697
56,BA,BOEING,Industrials,0.379895
57,LLY,ELI LILLY,Health Care,0.376235
58,CAT,CATERPILLAR INC,Industrials,0.374261
59,EMC,EMC CORP,Information Technology,0.364357
60,BAX,BAXTER INTERNATIONAL INC,Health Care,0.356474
61,BK,BANK OF NEW YORK MELLON CORP,Financials,0.350837
62,APA,APA CORP,Energy,0.345732
63,EXC,EXELON CORP,Utilities,0.338617
64,FCX*,FREEPORT MCMORAN INC,Materials,0.33051
65,UNH,UNITEDHEALTH GROUP INC,Health Care,0.330021
66,AAZ,ANADARKO PETROLEUM CORP,Energy,0.326992
67,TXN,TEXAS INSTRUMENT INC,Information Technology,0.323628
68,LOW,LOWES COMPANIES INC,Consumer Discretionary,0.316357
69,DD,E I DU PONT DE NEMOURS,Materials,0.314572
70,DVN,DEVON ENERGY CORP,Energy,0.314193
71,EMR,EMERSON ELECTRIC,Industrials,0.310412
72,PA9,TRAVELERS COMPANIES INC,Financials,0.309169
73,MWZ,METLIFE INC,Financials,0.304787
74,UNP,UNION PACIFIC CORP,Industrials,0.30423
75,ALD,HONEYWELL INTERNATIONAL INC,Industrials,0.295301
76,DOW,DOW CHEMICAL,Materials,0.293779
77,MHS,MEDCO HEALTH SOLUTIONS INC,Health Care,0.290869
78,HAL,HALLIBURTON,Energy,0.288171
79,NCRA,NEWS CORP. CL A,Consumer Discretionary,0.283367
